ts,server_id,cpu_pct,mem_pct,net_in,net_out,disk_io
20:53:30,server_11,57.84,54.82,610.33,424.81,77.16
20:53:30,server_13,68.6,48.36,1510.11,1402.19,965.86
20:53:30,server_9,33.47,30.43,371.38,191.19,58.25
20:53:30,server_8,18.47,89.77,132.02,120.46,123.88
20:53:30,server_7,84.98,23.87,788.78,700.56,38.17
20:53:30,server_6,49.63,62.17,545.84,304.43,0.0
20:53:30,server_5,96.46,98.68,941.65,1012.5,110.7
20:53:30,server_4,44.59,54.37,472.44,247.79,55.36
20:53:30,server_3,37.6,49.8,108.33,123.5,3439.51
20:53:30,server_2,58.47,30.53,16205.1,16584.27,90.75
20:53:30,server_10,59.28,71.37,520.45,613.52,83.7
20:53:30,server_1,66.18,64.12,606.27,580.32,45.95
20:53:35,server_13,39.07,34.53,161.97,230.54,5725.1
20:53:35,server_14,69.68,100.0,753.57,619.7,149.61
20:53:35,server_15,32.35,45.96,412.72,343.9,45.64
20:53:35,server_16,48.01,47.42,103.99,62.25,7940.0
20:53:35,server_20,97.88,80.06,904.93,1203.52,144.34
20:53:35,server_18,91.97,6.31,893.29,936.56,58.89
20:53:35,server_19,34.05,37.25,19.15,27.29,4052.05
20:53:35,server_12,92.98,85.78,947.65,681.77,124.53
20:53:35,server_17,62.45,60.53,519.54,745.37,125.45
20:53:35,server_11,35.47,28.66,291.42,401.89,38.91
20:53:35,server_3,59.15,36.15,18871.19,16967.41,114.22
20:53:35,server_9,47.52,51.55,502.61,520.21,0.0
20:53:35,server_8,68.05,37.16,16690.86,18153.44,59.94
20:53:35,server_7,93.6,10.08,900.51,981.22,22.08
20:53:35,server_6,38.13,61.81,384.96,199.3,133.48
20:53:35,server_5,23.43,9.72,376.02,195.87,0.0
20:53:35,server_4,86.51,97.95,805.0,596.83,177.82
20:53:35,server_2,37.6,44.57,257.28,370.25,145.85
20:53:35,server_1,30.06,35.03,434.51,512.5,12.29
20:53:35,server_10,65.08,43.31,5635.61,5714.29,7.05
20:53:40,server_12,71.8,45.54,7394.21,8132.88,153.56
20:53:40,server_13,40.16,43.39,3112.06,3003.69,1081.29
20:53:40,server_14,61.63,78.24,626.79,562.62,84.41
20:53:40,server_15,62.43,58.88,606.43,321.35,85.99
20:53:40,server_19,95.52,20.96,961.22,1334.19,19.57
20:53:40,server_17,29.25,34.41,199.5,107.37,14.5
20:53:40,server_18,59.88,31.89,19027.38,18835.79,123.62
20:53:40,server_11,99.68,93.9,1069.95,1144.65,51.2
20:53:40,server_16,45.9,43.96,177.95,130.04,3983.83
20:53:40,server_20,52.28,67.3,4128.26,4724.68,755.5
20:53:40,server_10,57.16,73.05,619.14,719.34,28.09
20:53:40,server_8,66.38,57.58,17489.05,18703.82,78.51
20:53:40,server_1,32.78,29.04,385.95,493.47,5.92
20:53:40,server_2,49.93,46.67,157.62,228.59,8242.0
20:53:40,server_3,67.55,52.8,13678.76,15712.25,173.8
20:53:40,server_9,27.75,34.38,390.93,284.31,38.8
20:53:40,server_5,59.74,64.83,619.3,717.29,0.0
20:53:40,server_6,23.55,95.44,225.12,325.84,6.62
20:53:40,server_7,26.39,46.3,325.83,486.49,0.0
20:53:40,server_4,78.18,31.6,14246.89,15247.38,114.18
20:53:45,server_13,25.78,27.64,3.43,5.07,7516.72
20:53:45,server_20,14.51,85.63,156.41,203.58,67.83
20:53:45,server_19,99.28,97.62,975.38,653.15,26.1
20:53:45,server_18,59.88,57.81,7793.46,6993.53,39.17
20:53:45,server_17,67.13,60.69,594.8,500.31,87.39
20:53:45,server_16,53.16,43.75,2677.75,2518.68,627.78
20:53:45,server_15,39.2,51.4,384.96,425.69,14.2
20:53:45,server_14,23.98,30.56,10.24,11.43,8608.05
20:53:45,server_12,56.46,67.87,567.77,353.08,110.09
20:53:45,server_11,54.34,40.91,8211.17,8847.44,105.21
20:53:45,server_1,88.85,94.0,902.36,1337.97,47.88
20:53:45,server_9,61.31,54.45,655.14,571.93,156.58
20:53:45,server_8,11.81,89.39,125.26,84.39,55.71
20:53:45,server_7,62.86,63.7,682.43,530.8,96.41
20:53:45,server_6,82.67,26.23,908.09,908.27,58.13
20:53:45,server_5,24.49,82.38,237.49,125.24,49.13
20:53:45,server_4,65.79,77.09,628.43,908.46,31.62
20:53:45,server_3,91.81,83.93,875.74,1175.82,119.05
20:53:45,server_2,54.81,43.34,1560.43,1689.52,1233.46
20:53:45,server_10,33.51,21.99,359.84,498.76,0.0
20:53:50,server_13,67.8,76.79,647.21,930.82,105.69
20:53:50,server_14,28.25,85.57,285.31,186.1,75.36
20:53:50,server_15,25.32,22.17,327.31,164.77,40.8
20:53:50,server_16,63.02,63.79,658.14,559.43,122.23
20:53:50,server_12,22.71,20.99,116.57,145.36,3884.95
20:53:50,server_18,27.31,40.31,315.5,223.3,0.0
20:53:50,server_19,89.29,84.31,894.9,949.65,76.77
20:53:50,server_20,99.45,92.74,953.87,1142.18,128.13
20:53:50,server_17,18.66,90.2,161.05,130.82,52.41
20:53:50,server_11,50.28,56.83,477.38,473.36,59.18
20:53:50,server_1,83.14,21.71,810.95,444.33,9.8
20:53:50,server_9,33.06,41.17,280.87,169.1,64.37
20:53:50,server_8,27.48,86.14,417.77,567.09,131.3
20:53:50,server_7,29.89,28.58,286.23,246.65,10.91
20:53:50,server_6,64.21,47.89,4682.47,4809.76,977.54
20:53:50,server_5,88.46,1.87,896.67,763.18,0.0
20:53:50,server_4,96.65,85.82,965.35,1447.29,38.79
20:53:50,server_3,67.55,76.67,684.5,714.48,88.45
20:53:50,server_2,99.37,28.98,984.5,962.3,52.45
20:53:50,server_10,32.11,34.37,129.83,83.72,9359.69
20:53:55,server_13,48.82,49.02,1574.31,1415.62,1643.9
20:53:55,server_14,46.75,49.56,3842.28,3215.08,998.95
20:53:55,server_15,59.75,55.55,542.48,400.49,104.15
20:53:55,server_16,67.32,78.33,684.02,780.5,150.83
20:53:55,server_20,60.4,74.64,656.82,778.3,17.42
20:53:55,server_18,47.17,49.51,2174.1,2549.4,1679.62
20:53:55,server_19,47.05,42.08,2059.37,2370.88,920.02
20:53:55,server_12,32.59,31.25,238.09,164.33,79.92
20:53:55,server_17,33.81,30.65,349.13,325.01,93.51
20:53:55,server_11,53.63,44.03,545.51,572.88,8.79
20:53:55,server_5,48.17,52.8,537.2,451.91,81.45
20:53:55,server_9,47.77,64.07,3420.57,3067.09,1184.02
20:53:55,server_2,67.72,61.88,661.91,479.94,91.49
20:53:55,server_3,42.13,66.53,2458.03,2567.78,1775.99
20:53:55,server_4,21.82,26.31,182.09,142.74,0.0
20:53:55,server_1,55.45,59.18,13103.51,11744.73,84.82
20:53:55,server_6,26.53,94.7,296.03,305.91,144.71
20:53:55,server_7,49.55,20.18,21.02,22.16,8335.03
20:53:55,server_8,60.49,63.23,597.23,700.39,67.53
20:53:55,server_10,53.15,35.87,10710.1,8700.66,121.99
20:54:00,server_12,32.14,21.53,273.59,315.89,0.0
20:54:00,server_19,20.24,38.5,197.47,143.78,8472.95
20:54:00,server_18,53.99,37.89,9656.06,10672.49,150.74
20:54:00,server_17,39.34,53.16,283.57,141.87,34.71
20:54:00,server_16,93.45,10.53,978.56,1217.79,136.31
20:54:00,server_15,66.94,34.21,15155.29,13717.39,190.92
20:54:00,server_14,83.04,2.65,785.16,1099.53,125.0
20:54:00,server_13,53.2,40.85,3264.41,3749.9,1005.43
20:54:00,server_11,39.01,54.23,435.89,593.73,69.39
20:54:00,server_20,28.94,56.17,226.96,293.92,43.37
20:54:00,server_9,47.74,64.18,410.8,272.24,23.48
20:54:00,server_1,35.11,48.81,356.99,530.77,8.15
20:54:00,server_2,51.36,68.75,569.22,513.93,51.08
20:54:00,server_3,61.16,63.72,3215.04,3790.46,1815.55
20:54:00,server_4,41.47,58.09,452.03,619.77,43.58
20:54:00,server_10,27.7,25.17,218.73,188.79,0.0
20:54:00,server_6,30.97,46.27,303.82,211.78,144.81
20:54:00,server_7,34.26,30.78,354.26,268.81,178.48
20:54:00,server_8,74.42,47.78,9309.07,10038.94,155.64
20:54:00,server_5,80.15,0.26,691.42,454.41,16.69
20:54:05,server_11,23.78,31.89,236.69,215.79,0.0
20:54:05,server_19,47.3,47.6,1843.02,1929.4,981.85
20:54:05,server_18,61.73,54.3,511.81,747.52,66.82
20:54:05,server_17,12.93,83.8,106.73,60.99,0.0
20:54:05,server_16,57.23,44.59,7965.05,6961.03,157.41
20:54:05,server_15,26.83,39.43,299.19,312.06,44.31
20:54:05,server_14,92.52,94.07,938.9,568.73,93.19
20:54:05,server_13,68.14,61.78,766.9,1071.38,98.97
20:54:05,server_12,49.09,64.77,4046.61,3373.44,994.4
20:54:05,server_20,68.49,68.36,732.13,760.27,132.91
20:54:05,server_10,90.62,92.55,915.35,581.32,151.64
20:54:05,server_8,70.35,38.21,10810.04,10467.25,187.12
20:54:05,server_7,85.62,88.04,863.16,1097.21,30.23
20:54:05,server_6,33.51,42.66,312.55,239.51,40.83
20:54:05,server_5,25.81,39.04,281.73,204.28,58.31
20:54:05,server_4,20.78,12.45,301.0,202.8,92.51
20:54:05,server_3,24.58,26.15,268.84,194.59,3.3
20:54:05,server_2,53.62,49.52,2126.11,1853.3,1269.86
20:54:05,server_1,34.24,19.9,271.88,200.42,12.02
20:54:05,server_9,53.85,52.38,641.9,662.67,59.34
20:54:10,server_14,85.95,2.66,805.08,1082.83,8.2
20:54:10,server_15,52.18,54.49,486.71,358.54,98.07
20:54:10,server_16,58.77,58.37,488.25,332.38,33.85
20:54:10,server_13,66.88,58.99,716.72,511.83,1.49
20:54:10,server_18,23.95,35.72,318.93,270.61,0.0
20:54:10,server_19,74.34,46.11,6690.36,5525.0,188.65
20:54:10,server_20,60.89,76.69,635.53,688.62,2.76
20:54:10,server_17,28.94,87.37,234.83,303.56,0.0
20:54:10,server_12,47.17,31.6,21.53,28.04,9813.73
20:54:10,server_11,84.51,9.29,869.82,532.92,45.05
20:54:10,server_1,30.46,40.48,366.44,393.18,17.74
20:54:10,server_9,35.2,33.17,174.52,230.82,6636.22
20:54:10,server_8,48.03,48.61,53.14,43.02,7797.08
20:54:10,server_7,51.37,54.25,452.29,631.54,0.0
20:54:10,server_6,63.45,53.22,12551.39,12909.82,116.82
20:54:10,server_5,29.88,23.75,188.61,224.26,6601.82
20:54:10,server_4,93.99,25.62,901.18,799.12,34.42
20:54:10,server_3,27.52,98.45,205.12,173.64,30.0
20:54:10,server_2,32.93,52.86,367.8,362.29,0.0
20:54:10,server_10,99.92,87.98,982.02,849.34,123.32
20:54:15,server_13,47.71,42.63,494.33,723.54,91.65
20:54:15,server_14,22.21,35.27,286.97,212.59,42.19
20:54:15,server_15,33.02,26.54,323.78,224.23,83.57
20:54:15,server_20,58.06,32.48,10113.23,11676.99,17.69
20:54:15,server_18,34.52,39.38,359.23,530.99,18.25
20:54:15,server_19,85.08,8.16,879.21,502.94,82.1
20:54:15,server_12,88.06,82.41,843.37,1216.49,72.33
20:54:15,server_16,5.13,97.18,69.38,56.68,0.0
20:54:15,server_11,66.84,83.79,612.02,780.87,131.78
20:54:15,server_17,40.28,35.93,358.83,534.59,87.53
20:54:15,server_9,57.66,48.89,3499.26,3525.6,1023.15
20:54:15,server_10,95.87,86.09,899.07,1131.69,121.36
20:54:15,server_2,88.88,81.47,843.35,755.95,98.03
20:54:15,server_3,21.28,24.33,240.23,172.95,105.07
20:54:15,server_4,45.54,35.99,172.91,240.51,5932.62
20:54:15,server_1,51.89,62.58,2185.15,2445.39,1384.49
20:54:15,server_6,60.85,49.84,1559.82,1424.15,686.25
20:54:15,server_7,71.83,42.89,9363.23,9949.1,44.69
20:54:15,server_8,25.2,46.98,32.76,35.84,6070.43
20:54:15,server_5,18.71,88.09,201.7,142.97,5.17
20:54:20,server_20,43.39,30.8,89.21,119.7,9982.24
20:54:20,server_12,44.75,50.29,369.09,238.97,0.0
20:54:20,server_19,93.42,85.44,973.11,1192.94,102.01
20:54:20,server_18,67.66,76.44,764.67,997.71,58.01
20:54:20,server_17,96.32,1.45,896.26,946.34,44.62
20:54:20,server_16,85.95,80.07,859.56,486.56,139.31
20:54:20,server_15,82.42,7.12,730.17,772.66,0.0
20:54:20,server_14,93.1,1.86,890.45,1203.95,134.48
20:54:20,server_13,58.39,39.09,19486.33,21209.01,12.97
20:54:20,server_11,37.8,60.33,467.84,311.37,84.67
20:54:20,server_7,48.71,44.84,482.52,548.34,61.46
20:54:20,server_9,44.14,44.74,457.29,489.32,3.25
20:54:20,server_8,40.94,37.01,330.14,178.86,46.12
20:54:20,server_6,56.74,57.03,604.77,634.33,5.27
20:54:20,server_5,28.21,31.75,283.87,277.94,108.39
20:54:20,server_4,52.34,54.66,465.21,606.86,81.1
20:54:20,server_3,47.02,42.18,2229.88,2487.49,1930.69
20:54:20,server_2,35.74,35.79,238.72,280.11,0.0
20:54:20,server_1,92.71,14.52,818.73,501.88,33.81
20:54:20,server_10,94.59,80.86,1001.96,1200.93,74.11
20:54:25,server_15,97.36,90.99,950.04,736.57,100.25
20:54:25,server_13,47.46,44.67,1204.43,1134.17,1825.39
20:54:25,server_14,77.29,43.6,11702.84,10008.7,12.19
20:54:25,server_16,51.91,56.22,482.86,594.75,27.05
20:54:25,server_12,35.68,37.63,79.85,91.53,3173.81
20:54:25,server_18,47.3,45.72,69.87,87.66,8186.35
20:54:25,server_19,90.61,86.29,895.69,557.89,104.25
20:54:25,server_20,42.44,49.16,326.81,262.42,39.14
20:54:25,server_17,41.93,40.24,475.34,404.1,47.23
20:54:25,server_11,46.68,66.3,2677.95,2949.72,1596.11
20:54:25,server_1,52.67,43.44,2758.47,3152.08,1905.53
20:54:25,server_9,43.0,39.38,402.95,507.07,89.05
20:54:25,server_2,39.22,21.09,123.3,157.05,6074.72
20:54:25,server_3,94.04,7.71,893.72,769.27,0.0
20:54:25,server_4,69.69,42.8,8742.87,8410.59,40.12
20:54:25,server_10,52.68,60.82,494.71,575.5,75.57
20:54:25,server_6,20.31,25.34,253.61,258.27,30.01
20:54:25,server_7,9.22,82.8,113.16,63.66,132.28
20:54:25,server_8,92.99,13.8,996.68,1217.82,112.42
20:54:25,server_5,0.87,80.81,0.0,0.0,107.29
20:54:30,server_13,61.9,45.38,8565.02,10096.76,107.05
20:54:30,server_20,38.77,32.84,463.36,466.9,88.18
20:54:30,server_19,15.42,94.62,285.72,211.96,66.67
20:54:30,server_18,59.77,41.32,17995.36,15013.28,39.82
20:54:30,server_17,43.64,32.7,524.46,612.85,25.42
20:54:30,server_16,54.6,56.29,1908.92,2200.63,1128.87
20:54:30,server_15,24.8,46.87,111.51,153.17,9005.3
20:54:30,server_14,55.33,51.7,17618.58,16718.5,26.15
20:54:30,server_12,37.34,61.84,345.01,499.72,77.35
20:54:30,server_11,28.83,24.85,353.04,470.99,24.84
20:54:30,server_1,68.55,82.21,755.61,774.65,82.84
20:54:30,server_9,59.04,60.03,2461.98,2276.81,1917.4
20:54:30,server_8,26.5,99.75,301.32,326.71,63.95
20:54:30,server_7,55.05,59.29,1605.65,1661.97,827.34
20:54:30,server_6,39.07,38.44,289.4,266.03,77.49
20:54:30,server_5,0.2,94.1,0.0,0.0,54.34
20:54:30,server_4,86.6,86.62,841.01,649.01,0.0
20:54:30,server_3,68.19,85.37,705.07,467.2,0.0
20:54:30,server_2,64.72,50.01,12916.44,12956.82,98.11
20:54:30,server_10,85.65,12.68,878.1,1316.54,0.0
20:54:35,server_13,27.84,54.66,255.22,207.49,5.46
20:54:35,server_14,86.86,95.73,876.03,1029.26,83.62
20:54:35,server_15,48.98,66.73,465.98,331.2,102.79
20:54:35,server_16,36.28,47.28,54.71,48.09,9297.07
20:54:35,server_12,98.12,86.5,931.46,598.42,167.22
20:54:35,server_18,54.04,48.74,14466.55,14468.67,138.69
20:54:35,server_19,41.26,47.36,417.83,211.79,128.83
20:54:35,server_20,57.18,70.65,568.16,486.73,66.13
20:54:35,server_17,55.59,53.45,625.92,421.05,17.59
20:54:35,server_11,57.36,52.61,1741.61,1908.34,1973.42
20:54:35,server_1,9.71,95.15,84.8,93.61,6.79
20:54:35,server_9,36.65,39.56,435.65,648.92,113.23
20:54:35,server_8,87.41,2.19,934.65,1400.64,137.55
20:54:35,server_7,62.13,72.27,543.31,556.83,139.83
20:54:35,server_6,40.75,50.45,327.26,229.68,7.18
20:54:35,server_5,50.46,67.81,595.8,476.36,66.69
20:54:35,server_4,48.34,57.82,502.8,665.09,79.61
20:54:35,server_3,26.93,97.79,323.57,169.14,52.29
20:54:35,server_2,40.0,51.2,405.87,330.74,55.91
20:54:35,server_10,53.37,67.73,4334.0,4481.28,779.49
20:54:40,server_13,90.14,3.8,975.07,823.74,97.87
20:54:40,server_14,90.84,2.72,949.91,559.79,11.63
20:54:40,server_15,59.62,74.28,576.95,598.5,65.1
20:54:40,server_16,43.81,43.58,327.8,209.76,25.16
20:54:40,server_20,28.41,47.15,293.91,285.38,0.0
20:54:40,server_18,46.44,53.53,399.15,342.13,85.38
20:54:40,server_19,47.58,21.1,35.67,49.13,7808.31
20:54:40,server_12,36.0,26.78,372.68,470.43,91.49
20:54:40,server_17,45.6,50.8,2545.95,2634.99,1538.98
20:54:40,server_11,98.06,16.99,1002.48,523.75,140.57
20:54:40,server_1,32.74,36.94,296.81,269.31,39.48
20:54:40,server_9,60.7,50.53,637.63,867.73,42.7
20:54:40,server_2,90.22,97.19,827.71,666.09,88.64
20:54:40,server_3,10.37,90.17,78.45,59.73,139.37
20:54:40,server_4,45.36,48.59,2979.59,3094.63,1143.4
20:54:40,server_10,21.9,27.01,320.47,327.08,42.52
20:54:40,server_6,27.26,32.83,132.8,133.61,3422.66
20:54:40,server_7,96.94,94.16,986.24,1205.87,76.26
20:54:40,server_8,35.7,30.54,430.81,610.26,0.0
20:54:40,server_5,32.54,30.52,17.13,10.41,3990.06
20:54:45,server_12,26.42,35.26,27.61,26.24,6686.28
20:54:45,server_19,69.67,82.03,620.17,596.09,115.9
20:54:45,server_18,43.84,39.67,491.54,364.11,0.0
20:54:45,server_17,4.54,82.93,44.59,36.47,0.0
20:54:45,server_16,51.02,87.02,545.75,601.74,51.05
20:54:45,server_15,47.75,63.61,2419.13,2870.59,1977.89
20:54:45,server_14,96.46,88.51,929.27,475.85,45.95
20:54:45,server_13,56.63,40.31,2834.61,2404.68,1637.45
20:54:45,server_20,44.95,48.93,412.18,362.76,48.95
20:54:45,server_11,58.17,56.17,5910.22,6093.61,144.23
20:54:45,server_9,40.73,61.14,447.12,341.02,71.19
20:54:45,server_8,85.69,84.46,869.33,693.34,86.69
20:54:45,server_7,22.71,25.35,259.76,184.77,0.0
20:54:45,server_6,70.95,57.19,15283.74,17250.81,161.97
20:54:45,server_5,93.49,99.76,1016.26,1301.81,84.51
20:54:45,server_4,62.36,45.88,2022.25,1875.71,1769.55
20:54:45,server_3,67.95,81.17,620.67,832.25,113.36
20:54:45,server_2,63.45,63.83,4527.88,3670.96,1875.26
20:54:45,server_1,98.53,22.72,962.44,1355.2,23.25
20:54:45,server_10,90.52,28.36,931.1,784.36,48.19
20:54:50,server_13,32.76,31.39,247.29,275.02,18.37
20:54:50,server_14,21.71,90.92,183.16,178.22,54.35
20:54:50,server_15,30.57,32.82,452.43,576.91,20.57
20:54:50,server_16,59.98,46.07,18530.28,16101.32,4.42
20:54:50,server_12,63.06,68.86,1783.61,1685.2,940.84
20:54:50,server_18,63.45,65.41,597.2,675.62,72.02
20:54:50,server_19,76.48,57.77,7858.07,8036.02,17.79
20:54:50,server_20,39.2,35.68,406.72,289.22,0.0
20:54:50,server_17,22.2,28.68,209.47,269.85,0.0
20:54:50,server_11,43.67,57.49,479.33,498.49,72.04
20:54:50,server_5,96.77,98.8,928.62,816.01,159.99
20:54:50,server_9,35.08,34.15,434.38,278.81,83.24
20:54:50,server_1,67.67,31.68,15971.46,17425.76,97.61
20:54:50,server_2,57.95,69.35,570.61,832.68,110.68
